file	line	operation	signals	source	disposition
src/app/model/body-system/compile-joint-rows.ts	26	compileJointRows	point graph	for (const joint of [...document.joints].sort((a, b) => compareRecordIds(a.id, b.id))) {	pending S6/S7 semantic disposition
src/app/model/body-system/constraint-compiler.ts	62	compileBodyDocument	point graph	document.joints	pending S6/S7 semantic disposition
src/app/model/body-system/cylinder-factory.ts	84	createBodyCylinder	point graph	joints: f.document.joints.map((joint) =>	pending S6/S7 semantic disposition
src/app/model/body-system/fixed-force-balance.ts	70	fixedForceBalance	point graph	const joints = [...mapped.joints].map(	pending S6/S7 semantic disposition
src/app/model/body-system/fixed-force-components.ts	21	fixedForceComponents	point graph	for (const joint of document.joints)	pending S6/S7 semantic disposition
src/app/model/body-system/fixed-force-components.ts	40	fixedForceComponents	point graph	const joints = document.joints	pending S6/S7 semantic disposition
src/app/model/body-system/fixed-force-inputs.ts	33	fixedForceInputs	point graph	const joints = new Map(document.joints.map((joint) => [joint.id, joint]));	pending S6/S7 semantic disposition
src/app/model/body-system/fixed-force-inputs.ts	72	fixedForceInputs	point graph	const pair = frame.joints.get(jointId),	pending S6/S7 semantic disposition
src/app/model/body-system/fixed-force-projection.ts	22	fixedForceProjection	point graph	jointIds = new Set(component.joints);	pending S6/S7 semantic disposition
src/app/model/body-system/fixed-force-projection.ts	65	fixedForceProjection	point graph	joints: document.joints.filter((joint) => jointIds.has(joint.id)),	pending S6/S7 semantic disposition
src/app/model/body-system/fixed-force-snapshot.ts	81	solveFixedForceComponents	point graph	for (const id of component.joints)	pending S6/S7 semantic disposition
src/app/model/body-system/fixed-force-snapshot.ts	85	solveFixedForceComponents	point graph	? (result.joints.get(id) ?? forceUnavailable('invalid'))	pending S6/S7 semantic disposition
src/app/model/body-system/fixed-force-snapshot.ts	106	fixedJointBodyWrench	point graph	? pairBodyWrench(snapshot.joints.get(joint), body)	pending S6/S7 semantic disposition
src/app/model/body-system/force-frame-joints.ts	38	forceFrameJoints	point graph	const records = new Map(document.joints.map((joint) => [joint.id, joint]));	pending S6/S7 semantic disposition
src/app/model/body-system/force-frame-joints.ts	86	forceFrameJoints	point graph	const internal = document.joints.filter(	pending S6/S7 semantic disposition
src/app/model/body-system/force-frame-joints.ts	111	forceFrameJoints	point graph	const result = recovered.joints.get(joint.id);	pending S6/S7 semantic disposition
src/app/model/body-system/force-frame-result.ts	90	jointBodyWrench	point graph	return pairBodyWrench(frame.joints.get(jointId), body);	pending S6/S7 semantic disposition
src/app/model/body-system/internal-force-partition.ts	22	internalForcePartition	point graph	const joints = new Map(document.joints.map((joint) => [joint.id, joint]));	pending S6/S7 semantic disposition
src/app/model/body-system/internal-force-partition.ts	40	internalForcePartition	point graph	for (const joint of document.joints) {	pending S6/S7 semantic disposition
src/app/model/body-system/joint-permission.ts	38	refuseNativeJointChange	point graph	if (!document.joints.some((joint) => joint.id === jointId))	pending S6/S7 semantic disposition
src/app/model/body-system/member-reactions.ts	61	recoverMemberReactions	point graph	const joints = new Map(document.joints.map((joint) => [joint.id, joint]));	pending S6/S7 semantic disposition
src/app/model/body-system/rebase-body.ts	43	rebaseBody	point graph	joints: document.joints.map((joint) => {	pending S6/S7 semantic disposition
src/app/model/body-system/simulation-coordinate-readers.ts	25	context	point graph	const joint = snapshot.document.joints.find((item) => item.id === ref.jointId)!;	pending S6/S7 semantic disposition
src/app/model/body-system/simulation-force-readers.ts	17	simulationJointReaction	point graph	joint = snapshot.document.joints.find((item) => item.id === id);	pending S6/S7 semantic disposition
src/app/model/body-system/simulation-force-readers.ts	28	simulationJointReaction	point graph	pair = forces.joints.get(id);	pending S6/S7 semantic disposition
src/app/model/body-system/simulation-force-readers.ts	31	simulationJointReaction	point graph	pair = view.fixedForces.joints.get(id);	pending S6/S7 semantic disposition
src/app/model/body-system/simulation-force-readers.ts	46	simulationDriverEffort	point graph	const joint = snapshot.document.joints.find((item) => item.id === driver.coordinate.jointId)!;	pending S6/S7 semantic disposition
src/app/model/body-system/validate-joints.ts	7	validateJoints	point graph	for (const joint of document.joints) {	pending S6/S7 semantic disposition
src/app/model/body-system/validate-project.ts	65	validateProject	point graph	['joints', generated.joints, joints],	pending S6/S7 semantic disposition
src/app/model/body-system/validate-project.ts	75	validateProject	point graph	generated.joints.some((id) => {	pending S6/S7 semantic disposition
src/app/model/body-system/validate-project.ts	82	validateProject	point graph	issue('invalid-synthesis-owner', 'synthesis.generated.joints');	pending S6/S7 semantic disposition
src/app/model/body-system/validate-relations.ts	66	validatePinTrees	point graph	junction.joints.length === memberSet.size - 1 &&	pending S6/S7 semantic disposition
src/app/model/body-system/validate-relations.ts	67	validatePinTrees	point graph	new Set(junction.joints).size === junction.joints.length;	pending S6/S7 semantic disposition
src/app/model/body-system/validate-relations.ts	68	validatePinTrees	point graph	for (const id of junction.joints) {	pending S6/S7 semantic disposition
src/app/model/body-system/validate-relations.ts	79	validatePinTrees	point graph	for (const id of junction.joints) {	pending S6/S7 semantic disposition
src/app/model/body-system/weld-frames.ts	38	compileWeldFrames	point graph	document.joints.some((joint) => joint.kind === 'weld' && !finitePose(joint.rest))	pending S6/S7 semantic disposition
src/app/model/body-system/weld-frames.ts	43	compileWeldFrames	point graph	for (const joint of [...document.joints].sort((a, b) => compareRecordIds(a.id, b.id))) {	pending S6/S7 semantic disposition
src/app/model/coord.ts	3	<module>	scale boundary	import { OBJECT_SCALE } from './object-scale';	pending S6/S7 semantic disposition
src/app/model/coord.ts	45	equals	scale boundary	return this.getDistanceTo(coord) < 0.0001 * OBJECT_SCALE.value;	pending S6/S7 semantic disposition
src/app/model/coord.ts	49	looselyEquals	scale boundary	return this.getDistanceTo(coord) < 0.04 * OBJECT_SCALE.value;	pending S6/S7 semantic disposition
src/app/model/cylinder-pose-plan.ts	33	<module>	legacy record	import { Joint, RealJoint } from './joint';	pending S6/S7 semantic disposition
src/app/model/cylinder-pose-plan.ts	34	<module>	legacy record	import { Link, RealLink, SliderBlock } from './link';	pending S6/S7 semantic disposition
src/app/model/cylinder-pose-plan.ts	137	jointsOfBody	point graph	node.joints.forEach((joint) => found.set(joint.id, joint));	pending S6/S7 semantic disposition
src/app/model/cylinder-pose-plan.ts	138	jointsOfBody	point graph; legacy record	if (node instanceof RealLink) node.subset.forEach(walk);	pending S6/S7 semantic disposition
src/app/model/cylinder-pose-plan.ts	149	leavesOfBody	point graph; legacy record	if (node instanceof RealLink) node.subset.forEach(walk);	pending S6/S7 semantic disposition
src/app/model/cylinder-pose-plan.ts	233	planEdit	legacy record	if (!(joint instanceof RealJoint)) continue;	pending S6/S7 semantic disposition
src/app/model/cylinder-pose-plan.ts	234	planEdit	point graph	for (const link of joint.links) {	pending S6/S7 semantic disposition
src/app/model/cylinder-pose-plan.ts	235	planEdit	legacy record	if (!(link instanceof SliderBlock)) continue;	pending S6/S7 semantic disposition
src/app/model/cylinder-pose-plan.ts	236	planEdit	point graph	for (const partner of link.joints) {	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	14	<module>	legacy record	import { Joint, PrisJoint, RealJoint } from './joint';	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	15	<module>	legacy record	import { Link, RealLink, SliderBlock } from './link';	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	21	<module>	legacy record	slider: PrisJoint;	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	22	<module>	legacy record	pin: RealJoint;	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	24	<module>	legacy record	block: SliderBlock;	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	28	<module>	legacy record	rod: RealLink;	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	41	<module>	legacy record	rodRoot: RealLink;	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	170	memberCandidates	point graph	if (node.joints.length === 2 && keep(node)) found.set(node.id, node);	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	171	memberCandidates	point graph; legacy record	if (node instanceof RealLink) node.subset.forEach(walk);	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	231	describeCylinderStructure	point graph	leaf.joints.some((member) => member.id === pin.id)	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	236	describeCylinderStructure	point graph	leaf.joints.some((member) => member.id === slotA.id) &&	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	237	describeCylinderStructure	point graph	leaf.joints.some((member) => member.id === slotB.id)	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	239	describeCylinderStructure	legacy record	if (!rod || !(rod.leaf instanceof RealLink) || !barrel) {	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	243	describeCylinderStructure	point graph	const rodFar = rod.leaf.joints.find((member) => member.id !== pin.id);	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	252	describeCylinderStructure	point graph	const barrelFar = barrel.leaf.joints.reduce((far, member) => {	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	257	describeCylinderStructure	point graph	const barrelNear = barrel.leaf.joints.find((member) => member.id !== barrelFar.id)!;	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	288	describeCylinder	point graph	const members = [rodFar, ...barrel.joints];	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	331	sealedCylinders	legacy record	.filter((joint): joint is RealJoint => joint instanceof RealJoint)	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	339	sealedCylinderStructures	legacy record	.filter((joint): joint is RealJoint => joint instanceof RealJoint)	pending S6/S7 semantic disposition
src/app/model/cylinder.ts	419	ownsMember	point graph; legacy record	(node instanceof RealLink && node.subset.some((leaf) => holds(leaf)));	pending S6/S7 semantic disposition
src/app/model/draw-order.ts	1	<module>	legacy record	import { Joint, PrisJoint, RealJoint } from './joint';	pending S6/S7 semantic disposition
src/app/model/draw-order.ts	2	<module>	legacy record	import { Link, RealLink, SliderBlock } from './link';	pending S6/S7 semantic disposition
src/app/model/draw-order.ts	31	drawDepths	legacy record	const sliders = joints.filter((joint): joint is PrisJoint => joint instanceof PrisJoint);	pending S6/S7 semantic disposition
src/app/model/draw-order.ts	35	drawDepths	legacy record	slider: PrisJoint;	pending S6/S7 semantic disposition
src/app/model/draw-order.ts	71	ridersOf	legacy record	function ridersOf(slider: PrisJoint): Link[] | undefined {	pending S6/S7 semantic disposition
src/app/model/draw-order.ts	72	ridersOf	point graph; legacy record	const body = slider.links.find((member): member is SliderBlock => member instanceof SliderBlock);	pending S6/S7 semantic disposition
src/app/model/draw-order.ts	73	ridersOf	point graph	const pin = body?.joints.find(	pending S6/S7 semantic disposition
src/app/model/draw-order.ts	74	ridersOf	legacy record	(joint): joint is RealJoint => joint instanceof RealJoint && !(joint instanceof PrisJoint)	pending S6/S7 semantic disposition
src/app/model/draw-order.ts	77	ridersOf	point graph	return pin.links.filter(	pending S6/S7 semantic disposition
src/app/model/draw-order.ts	78	ridersOf	legacy record	(member): member is RealLink => member instanceof RealLink && !(member instanceof SliderBlock)	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	1	<module>	legacy record	import { Joint, PrisJoint, RealJoint, RevJoint } from './joint';	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	2	<module>	legacy record	import { Link, RealLink, SliderBlock } from './link';	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	91	drivenWouldLoseItsPair	legacy record	function drivenWouldLoseItsPair(source: RealJoint, target: RealJoint): boolean {	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	94	drivenWouldLoseItsPair	point graph	[...source.links, ...target.links].forEach((link) => bodies.add(link.id));	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	116	refuseJointMerge	legacy record	// to; the coincident RevJoint is the thing a link rides on.	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	117	refuseJointMerge	legacy record	if (source instanceof PrisJoint || target instanceof PrisJoint) return 'prismatic';	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	118	refuseJointMerge	legacy record	if (!(source instanceof RealJoint) || !(target instanceof RealJoint)) return 'not-a-real-joint';	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	127	refuseJointMerge	legacy record	// answer. `isSlotWellFormed` refuses that shape for the PrisJoint, but the	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	142	refuseJointMerge	point graph	if (source.links.some((link) => target.links.some((other) => other.id === link.id))) {	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	179	wouldOverConstrain	legacy record	function wouldOverConstrain(source: RealJoint, target: RealJoint): boolean {	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	180	wouldOverConstrain	point graph	return source.links.some((link) => {	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	182	wouldOverConstrain	point graph	return target.links.some((other) => sharedIDCount(merged, jointIDSet(other)) >= 2);	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	186	carriesASlider	legacy record	function carriesASlider(joint: RealJoint): boolean {	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	187	carriesASlider	point graph; legacy record	return joint.connectedJoints.some((connected) => connected instanceof PrisJoint);	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	191	ridesOn	legacy record	function ridesOn(joint: RealJoint, other: RealJoint): boolean {	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	192	ridesOn	point graph	return joint.connectedJoints.some(	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	194	ridesOn	legacy record	connected instanceof PrisJoint &&	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	196	ridesOn	point graph	connected.carrier!.joints.some((member) => member.id === other.id)	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	201	jointIDSet	point graph	return new Set(link.joints.map((joint) => (joint.id === replace ? replacement! : joint.id)));	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	226	resolveJointDropTarget	legacy record	): RevJoint | undefined {	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	227	resolveJointDropTarget	legacy record	let best: RevJoint | undefined;	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	231	resolveJointDropTarget	legacy record	if (!(candidate instanceof RevJoint)) return;	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	289	resolveSlotDropTarget	point graph	if (carrier.joints.some((joint) => joint.id === source.id)) continue;	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	338	slotWouldFoldACylinder	point graph	const collect = (link: Link) => link.joints.forEach((joint) => members.add(joint.id));	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	340	slotWouldFoldACylinder	point graph; legacy record	if (carrier instanceof RealLink) carrier.subset.forEach(collect);	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	356	slotJointPools	point graph; legacy record	if (carrier instanceof RealLink && carrier.subset.length > 0) {	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	357	slotJointPools	point graph	const pools = carrier.subset	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	359	slotJointPools	legacy record	(leaf): leaf is RealLink => leaf instanceof RealLink && !(leaf instanceof SliderBlock)	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	361	slotJointPools	point graph	.map((leaf) => leaf.joints);	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	364	slotJointPools	point graph	return [carrier.joints];	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	386	<module>	legacy record	joint: RevJoint;	pending S6/S7 semantic disposition
src/app/model/drop-target.ts	426	resolveDropCandidate	legacy record	if (!(candidate instanceof RevJoint)) return;	pending S6/S7 semantic disposition
src/app/model/force-anchor.ts	21	<module>	legacy record	import { RealLink } from './link';	pending S6/S7 semantic disposition
src/app/model/force-anchor.ts	35	anchorBodiesOf	legacy record	export function anchorBodiesOf(link: RealLink): Point[][] {	pending S6/S7 semantic disposition
src/app/model/force-anchor.ts	37	anchorBodiesOf	point graph	link.subset.length > 0	pending S6/S7 semantic disposition
src/app/model/force-anchor.ts	38	anchorBodiesOf	point graph; legacy record	? link.subset.filter((piece): piece is RealLink => piece instanceof RealLink)	pending S6/S7 semantic disposition
src/app/model/force-anchor.ts	40	anchorBodiesOf	point graph	return (pieces.length > 0 ? pieces : [link]).map((piece) => distinctCenters(piece.joints));	pending S6/S7 semantic disposition
src/app/model/force-anchor.ts	52	constrainForceAnchor	legacy record	export function constrainForceAnchor(link: RealLink, wanted: Point, snapWithin: number): Coord {	pending S6/S7 semantic disposition
src/app/model/force-anchor.ts	75	anchorIsOnLink	legacy record	export function anchorIsOnLink(link: RealLink, point: Point, tolerance: number): boolean {	pending S6/S7 semantic disposition
src/app/model/force.ts	1	<module>	legacy record	import { RealLink } from './link';	pending S6/S7 semantic disposition
src/app/model/force.ts	13	<module>	legacy record	private _link: RealLink;	pending S6/S7 semantic disposition
src/app/model/force.ts	57	constructor	legacy record	link: RealLink,	pending S6/S7 semantic disposition
src/app/model/force.ts	329	link	legacy record	get link(): RealLink {	pending S6/S7 semantic disposition
src/app/model/force.ts	333	link	legacy record	set link(value: RealLink) {	pending S6/S7 semantic disposition
src/app/model/hold-solver.ts	148	settleHolds	point graph	for (const id of reach.joints) {	pending S6/S7 semantic disposition
src/app/model/joint-operation-permission.ts	20	<module>	legacy record	import { Joint, PrisJoint, RealJoint } from './joint';	pending S6/S7 semantic disposition
src/app/model/joint-operation-permission.ts	42	<module>	legacy authority	* `GridUtilsService` has settled.	pending S6/S7 semantic disposition
src/app/model/joint-operation-permission.ts	46	<module>	legacy record	isDriven: (joint: RealJoint) => boolean;	pending S6/S7 semantic disposition
src/app/model/joint-operation-permission.ts	47	<module>	legacy record	hasSlider: (joint: RealJoint) => boolean;	pending S6/S7 semantic disposition
src/app/model/joint-operation-permission.ts	62	refuseJointOperation	legacy record	if (!(joint instanceof RealJoint)) {	pending S6/S7 semantic disposition
src/app/model/joint-operation-permission.ts	84	refuseWeld	legacy record	joint: RealJoint,	pending S6/S7 semantic disposition
src/app/model/joint-operation-permission.ts	89	refuseWeld	legacy record	if (joint instanceof PrisJoint) {	pending S6/S7 semantic disposition
src/app/model/joint-operation-permission.ts	126	refuseWeld	point graph	const meeting = joint.links.length;	pending S6/S7 semantic disposition
src/app/model/joint-operation-permission.ts	139	refuseUnweld	legacy record	joint: RealJoint,	pending S6/S7 semantic disposition
src/app/model/joint-operation-permission.ts	158	refuseAddSlider	legacy record	joint: RealJoint,	pending S6/S7 semantic disposition
src/app/model/joint-operation-permission.ts	190	refuseRemoveSlider	legacy record	joint: RealJoint,	pending S6/S7 semantic disposition
src/app/model/joint.ts	57	<module>	legacy record	export class RealJoint extends Joint {	pending S6/S7 semantic disposition
src/app/model/joint.ts	177	canBeWelded	point graph	return !this.input && !this.isWelded && this.links.length >= 2;	pending S6/S7 semantic disposition
src/app/model/joint.ts	199	<module>	legacy record	export class RevJoint extends RealJoint {	pending S6/S7 semantic disposition
src/app/model/joint.ts	213	<module>	legacy record	export class PrisJoint extends RealJoint {	pending S6/S7 semantic disposition
src/app/model/joint.ts	350	isSlotWellFormed	point graph	const members = this._carrier.joints;	pending S6/S7 semantic disposition
src/app/model/line.ts	4	<module>	legacy record	import { RealLink } from './link';	pending S6/S7 semantic disposition
src/app/model/line.ts	22	<module>	legacy record	parentLink: RealLink | null = null;	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	1	<module>	legacy record	import { Joint, RealJoint } from './joint';	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	2	<module>	legacy record	import { Link, RealLink, LinkHold } from './link';	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	9	<module>	legacy record	* `RealLink.hold` is a flag; these are the rules around it. A hold is only	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	16	holdableBar	legacy record	export function holdableBar(link: Link | undefined): link is RealLink {	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	18	holdableBar	legacy record	link instanceof RealLink &&	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	19	holdableBar	point graph	link.joints.length === 2 &&	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	20	holdableBar	point graph	link.subset.length === 0 &&	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	21	holdableBar	point graph; legacy record	link.joints.every((joint) => joint instanceof RealJoint)	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	45	<module>	legacy authority	* cached list (`MechanismService.sealedStructures`) hands it over rather than	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	68	jointsOf	point graph	for (const joint of link.joints) seen.set(joint.id, joint);	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	85	cylinderOf	legacy record	// Any member, including the block, which is a SliderBlock rather than a	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	86	cylinderOf	legacy record	// RealLink and is as clickable as the other two.	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	96	cylinderHoldCarrier	legacy record	export function cylinderHoldCarrier(sealed: Cylinder): RealLink | undefined {	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	97	cylinderHoldCarrier	legacy record	return sealed.barrel instanceof RealLink ? sealed.barrel : undefined;	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	155	heldBars	point graph	const [a, b] = sealed ? [sealed.barrelFar, sealed.rodFar] : link.joints;	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	176	holdJoints	legacy record	fixed: (joint: RealJoint) => boolean	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	179	holdJoints	legacy record	.filter((joint): joint is RealJoint => joint instanceof RealJoint)	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	195	heldBarsAt	legacy record	): RealLink[] {	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	197	heldBarsAt	legacy record	const held: RealLink[] = [];	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	205	heldBarsAt	point graph	: link.joints.map((end) => end.id);	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	207	heldBarsAt	legacy record	const bar = sealed ? carrier! : (link as RealLink);	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	220	heldBarsReaching	legacy record	): RealLink[] {	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	224	heldBarsReaching	legacy record	(link): link is RealLink => reached.includes(link.id) && !at.includes(link as RealLink)	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	236	describeHold	legacy record	export function describeHold(link: RealLink, joints?: readonly Joint[]): string {	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	245	holdList	legacy record	export function holdList(bars: readonly RealLink[], joints?: readonly Joint[]): string {	pending S6/S7 semantic disposition
src/app/model/link-holds.ts	260	heldBySentence	legacy record	export function heldBySentence(bars: readonly RealLink[], joints?: readonly Joint[]): string {	pending S6/S7 semantic disposition
src/app/model/link.ts	1	<module>	legacy record	import { Joint, PrisJoint, RealJoint } from './joint';	pending S6/S7 semantic disposition
src/app/model/link.ts	34	<module>	legacy record	* What a hand-placed center of mass is held against. See RealLink.comAnchor.	pending S6/S7 semantic disposition
src/app/model/link.ts	125	<module>	legacy record	export class RealLink extends Link {	pending S6/S7 semantic disposition
src/app/model/link.ts	274	<module>	legacy record	* the sealed `PrisJoint` — its `carrier` is the root and its two slot joints	pending S6/S7 semantic disposition
src/app/model/link.ts	326	anchorPoint	point graph	const pin = this.joints.find((joint) => joint.id === anchor.joint);	pending S6/S7 semantic disposition
src/app/model/link.ts	344	comFrame	point graph	const origin = uniformBodyOf(this.joints).centroid;	pending S6/S7 semantic disposition
src/app/model/link.ts	345	comFrame	point graph	let a = pair ? this.joints.find((joint) => joint.id === pair[0]) : undefined;	pending S6/S7 semantic disposition
src/app/model/link.ts	346	comFrame	point graph	let b = pair ? this.joints.find((joint) => joint.id === pair[1]) : undefined;	pending S6/S7 semantic disposition
src/app/model/link.ts	351	comFrame	point graph	for (let i = 0; i < this.joints.length; i++) {	pending S6/S7 semantic disposition
src/app/model/link.ts	352	comFrame	point graph	for (let j = i + 1; j < this.joints.length; j++) {	pending S6/S7 semantic disposition
src/app/model/link.ts	354	comFrame	point graph	(this.joints[i].x - this.joints[j].x) ** 2 + (this.joints[i].y - this.joints[j].y) ** 2;	pending S6/S7 semantic disposition
src/app/model/link.ts	357	comFrame	point graph	a = this.joints[i];	pending S6/S7 semantic disposition
src/app/model/link.ts	358	comFrame	point graph	b = this.joints[j];	pending S6/S7 semantic disposition
src/app/model/link.ts	440	constructor	legacy record	visualSource?: RealLink	pending S6/S7 semantic disposition
src/app/model/link.ts	454	constructor	point graph	this.subset = subSet;	pending S6/S7 semantic disposition
src/app/model/link.ts	456	constructor	legacy record	this._CoM = CoM !== undefined ? CoM : RealLink.determineCenterOfMass(joints);	pending S6/S7 semantic disposition
src/app/model/link.ts	466	constructor	point graph	visualSource.joints.length >= 2 &&	pending S6/S7 semantic disposition
src/app/model/link.ts	467	constructor	point graph	this.joints.length >= 2	pending S6/S7 semantic disposition
src/app/model/link.ts	469	constructor	point graph	const [from, to] = visualSource.joints;	pending S6/S7 semantic disposition
src/app/model/link.ts	499	realizeVisualGeometry	point graph	const [targetStart, targetEnd] = this.joints;	pending S6/S7 semantic disposition
src/app/model/link.ts	565	updateLengthAndAngle	point graph	this._length = getDistance(this.joints[0], this.joints[1]);	pending S6/S7 semantic disposition
src/app/model/link.ts	566	updateLengthAndAngle	point graph	this._angle = getAngle(this.joints[0], this.joints[1]);	pending S6/S7 semantic disposition
src/app/model/link.ts	580	getCompoundPathString	legacy record	// pin, the joint that shares a SliderBlock with a sealed slider, and there	pending S6/S7 semantic disposition
src/app/model/link.ts	582	getCompoundPathString	legacy record	const isSealedRodLeaf = (leaf: RealLink) =>	pending S6/S7 semantic disposition
src/app/model/link.ts	583	getCompoundPathString	point graph	leaf.joints.length === 2 &&	pending S6/S7 semantic disposition
src/app/model/link.ts	584	getCompoundPathString	point graph	leaf.joints.some(	pending S6/S7 semantic disposition
src/app/model/link.ts	586	getCompoundPathString	legacy record	joint instanceof RealJoint &&	pending S6/S7 semantic disposition
src/app/model/link.ts	587	getCompoundPathString	point graph	joint.links.some(	pending S6/S7 semantic disposition
src/app/model/link.ts	589	getCompoundPathString	point graph; legacy record	l instanceof SliderBlock && l.joints.some((j) => j instanceof PrisJoint && j.isSealed)	pending S6/S7 semantic disposition
src/app/model/link.ts	592	getCompoundPathString	legacy record	const drawnElsewhere = (leaf: RealLink) => leaf.drawnByACylinderSkin || isSealedRodLeaf(leaf);	pending S6/S7 semantic disposition
src/app/model/link.ts	593	getCompoundPathString	point graph	const linkSubset = this.subset.filter(	pending S6/S7 semantic disposition
src/app/model/link.ts	594	getCompoundPathString	legacy record	(link): link is RealLink =>	pending S6/S7 semantic disposition
src/app/model/link.ts	595	getCompoundPathString	point graph; legacy record	link instanceof RealLink && !(this.subset.length > 1 && drawnElsewhere(link))	pending S6/S7 semantic disposition
src/app/model/link.ts	616	getPathString	point graph	return this.subset.length === 0 ? this.getSimplePathString() : this.getCompoundPathString();	pending S6/S7 semantic disposition
src/app/model/link.ts	634	outlineLoops	point graph	if (this.subset.length > 0) {	pending S6/S7 semantic disposition
src/app/model/link.ts	642	outlineLoops	point graph	const reach = this.joints.reduce(	pending S6/S7 semantic disposition
src/app/model/link.ts	661	outlineLoops	legacy record	const outward = RealLink.ringWinding(this.externalLines);	pending S6/S7 semantic disposition
src/app/model/link.ts	666	outlineLoops	legacy record	bulge: line instanceof Arc ? outward * Math.abs(RealLink.arcBulge(line)) : 0,	pending S6/S7 semantic disposition
src/app/model/link.ts	696	getHullPoints	point graph	const allJoints = this.joints;	pending S6/S7 semantic disposition
src/app/model/link.ts	707	isPointInsideHull	point graph	let points = this.joints.map((j) => [j.x, j.y]);	pending S6/S7 semantic disposition
src/app/model/link.ts	760	groundPivot	point graph	const pivots = this.joints.filter(	pending S6/S7 semantic disposition
src/app/model/link.ts	761	groundPivot	legacy record	(joint) => joint instanceof RealJoint && joint.ground && !(joint instanceof PrisJoint)	pending S6/S7 semantic disposition
